Geography,Geography Code,Rural Urban,Tenure: All categories: Tenure; measures: Value,Tenure: Owned: Total; measures: Value,Tenure: Owned: Owned outright; measures: Value,Tenure: Owned: Owned with a mortgage or loan; measures: Value,Tenure: Shared ownership (part owned and part rented); measures: Value,OOS,Tenure: Social rented: Total; measures: Value,Tenure: Social rented: Rented from council (Local Authority); measures: Value,Tenure: Social rented: Other social rented; measures: Value,SRS,Tenure: Private rented: Total; measures: Value,Tenure: Private rented: Private landlord or letting agency; measures: Value,Tenure: Private rented: Employer of a household member; measures: Value,Tenure: Private rented: Relative or friend of household member; measures: Value,Tenure: Private rented: Other; measures: Value,PRS
IP22,IP22,Total,9551,6862,4057,2805,49,13724,1144,405,739,2288,1307,1168,20,93,26,2614
IP23,IP23,Total,2920,2229,1258,971,20,4458,328,234,94,656,289,249,10,28,2,578
IP24,IP24,Total,11099,6372,2745,3627,90,12744,2166,449,1717,4332,2274,2027,82,118,47,4548
IP25,IP25,Total,7482,5374,3165,2209,55,10748,885,110,775,1770,1044,920,37,69,18,2088
IP26,IP26,Total,3706,2553,1378,1175,8,5106,352,68,284,704,651,529,61,39,22,1302
IP27,IP27,Total,7681,4666,2505,2161,52,9332,869,289,580,1738,1706,1407,132,79,88,3412
IP28,IP28,Total,10180,5785,2712,3073,164,11570,1446,482,964,2892,2531,2349,62,74,46,5062
IP29,IP29,Total,3726,2878,1641,1237,9,5756,389,156,233,778,379,335,21,19,4,758
IP3,IP3,Total,14407,8534,3805,4729,106,17068,2823,2019,804,5646,2778,2614,34,108,22,5556
IP30,IP30,Total,5649,4254,2242,2012,41,8508,759,440,319,1518,495,437,15,29,14,990
IP31,IP31,Total,8322,6063,3324,2739,58,12126,863,415,448,1726,1177,768,219,52,138,2354
IP32,IP32,Total,7029,4189,1608,2581,123,8378,1520,644,876,3040,1135,1039,4,75,17,2270
IP33,IP33,Total,11217,7228,4279,2949,61,14456,1655,514,1141,3310,2139,1979,33,104,23,4278
IP4,IP4,Total,15561,10329,4813,5516,67,20658,1614,886,728,3228,3385,3221,15,132,17,6770
IP5,IP5,Total,8016,6446,3150,3296,20,12892,419,26,393,838,1080,1023,5,47,5,2160
IP6,IP6,Total,6925,5412,2845,2567,23,10824,631,409,222,1262,759,660,24,59,16,1518
IP7,IP7,Total,6624,4379,2527,1852,53,8758,958,675,283,1916,1083,682,259,40,102,2166
IP8,IP8,Total,4788,3700,1814,1886,19,7400,410,277,133,820,599,509,34,37,19,1198
IP9,IP9,Total,4624,3632,2098,1534,7,7264,357,256,101,714,475,385,36,44,10,950
KT1,KT1,Total,10155,4680,1920,2760,107,9360,2183,1548,635,4366,3069,2836,31,109,93,6138
KT10,KT10,Total,7916,6329,3211,3118,40,12658,585,106,479,1170,871,814,27,22,8,1742
KT11,KT11,Total,5736,4082,2145,1937,27,8164,590,159,431,1180,921,833,36,41,11,1842
KT12,KT12,Total,15318,10539,4629,5910,193,21078,2117,437,1680,4234,2315,2169,28,90,28,4630
KT13,KT13,Total,9082,6341,2997,3344,39,12682,594,135,459,1188,1975,1877,18,72,8,3950
KT14,KT14,Total,5494,4196,1916,2280,20,8392,497,373,124,994,728,620,45,41,22,1456
KT15,KT15,Total,11515,8858,4149,4709,104,17716,1158,944,214,2316,1273,1134,40,79,20,2546
KT16,KT16,Total,7999,5456,2681,2775,106,10912,1292,698,594,2584,1039,899,58,32,50,2078
KT17,KT17,Total,9329,7400,3722,3678,18,14800,390,32,358,780,1440,1313,54,60,13,2880
KT18,KT18,Total,7261,5447,2761,2686,52,10894,748,108,640,1496,939,821,47,40,31,1878
KT19,KT19,Total,13195,9886,4330,5556,199,19772,1505,109,1396,3010,1528,1392,12,108,16,3056
KT2,KT2,Total,11852,7399,3264,4135,83,14798,1306,802,504,2612,2917,2670,89,89,69,5834
KT20,KT20,Total,8478,6771,3557,3214,108,13542,834,147,687,1668,672,614,10,35,13,1344
KT21,KT21,Total,5484,4553,2493,2060,21,9106,433,59,374,866,422,377,14,27,4,844
KT22,KT22,Total,10015,7320,3816,3504,137,14640,1143,154,989,2286,1299,1181,38,68,12,2598
KT23,KT23,Total,4565,3541,2064,1477,9,7082,596,75,521,1192,379,329,12,28,10,758
KT24,KT24,Total,3740,3204,1846,1358,21,6408,192,135,57,384,280,249,12,11,8,560
KT3,KT3,Total,14339,10098,4706,5392,104,20196,1353,973,380,2706,2634,2476,14,107,37,5268
KT4,KT4,Total,11416,9155,4186,4969,46,18310,642,174,468,1284,1483,1379,6,90,8,2966
KT5,KT5,Total,7968,5441,2351,3090,44,10882,839,569,270,1678,1588,1506,5,61,16,3176
KT6,KT6,Total,13456,8127,3390,4737,86,16254,1205,598,607,2410,3916,3745,26,112,33,7832
KT7,KT7,Total,4063,3204,1343,1861,12,6408,298,50,248,596,508,473,4,28,3,1016
KT8,KT8,Total,8305,6170,2849,3321,52,12340,815,203,612,1630,1185,1079,19,63,24,2370
KT9,KT9,Total,8338,6412,2611,3801,53,12824,1009,757,252,2018,799,702,13,73,11,1598
L1,L1,Total,3787,452,190,262,118,904,767,79,688,1534,2407,2320,4,47,36,4814
L10,L10,Total,6377,4785,2282,2503,19,9570,868,294,574,1736,639,591,4,36,8,1278
L11,L11,Total,10683,4334,1888,2446,34,8668,5046,1336,3710,10092,1094,1014,0,44,36,2188
L12,L12,Total,13124,9821,3985,5836,70,19642,1433,257,1176,2866,1659,1513,15,114,17,3318
L13,L13,Total,13690,7470,3289,4181,52,14940,2887,497,2390,5774,3090,2885,16,161,28,6180
L14,L14,Total,10624,5748,2428,3320,40,11496,3678,1163,2515,7356,1023,949,2,55,17,2046
L15,L15,Total,12543,6091,2815,3276,70,12182,2014,223,1791,4028,4222,3992,8,189,33,8444
L16,L16,Total,5696,5061,2366,2695,4,10122,142,32,110,284,447,395,5,43,4,894
L17,L17,Total,11569,5369,2379,2990,35,10738,2573,104,2469,5146,3502,3336,9,142,15,7004
L18,L18,Total,11721,8138,4020,4118,24,16276,815,138,677,1630,2653,1969,20,116,548,5306
L19,L19,Total,10529,6462,2949,3513,49,12924,2055,351,1704,4110,1858,1728,5,102,23,3716
L2,L2,Total,372,84,18,66,9,168,5,2,3,10,267,260,0,7,0,534
L20,L20,Total,13972,6385,2691,3694,113,12770,5159,1398,3761,10318,2141,2005,5,99,32,4282
L21,L21,Total,11131,5664,2351,3313,44,11328,3778,1203,2575,7556,1529,1435,2,78,14,3058
L22,L22,Total,6069,4028,1691,2337,25,8056,716,128,588,1432,1249,1171,1,70,7,2498
L23,L23,Total,12656,9931,5010,4921,16,19862,1366,480,886,2732,1194,1087,5,86,16,2388
L24,L24,Total,6861,2781,1250,1531,17,5562,3108,741,2367,6216,874,813,3,40,18,1748
L25,L25,Total,15294,9889,5141,4748,123,19778,3539,682,2857,7078,1514,1385,9,103,17,3028
L26,L26,Total,6136,4450,1747,2703,85,8900,1118,522,596,2236,434,386,0,46,2,868
L27,L27,Total,2775,1191,557,634,20,2382,1281,209,1072,2562,243,216,2,16,9,486
L28,L28,Total,2972,992,494,498,24,1984,1711,207,1504,3422,205,192,0,8,5,410
L29,L29,Total,152,128,47,81,0,256,9,6,3,18,13,12,0,1,0,26
L3,L3,Total,7555,1607,578,1029,43,3214,1638,227,1411,3276,4180,4013,12,104,51,8360
L30,L30,Total,8451,4992,2087,2905,103,9984,2646,1138,1508,5292,586,523,4,53,6,1172
L31,L31,Total,12584,11099,5814,5285,35,22198,520,145,375,1040,828,722,6,92,8,1656
L32,L32,Total,8804,4838,2104,2734,56,9676,2844,1292,1552,5688,950,875,1,57,17,1900
L33,L33,Total,6817,3789,1111,2678,15,7578,2115,1180,935,4230,814,765,1,38,10,1628
L34,L34,Total,5320,3580,1690,1890,25,7160,947,430,517,1894,659,600,7,42,10,1318
L35,L35,Total,12825,9535,4697,4838,36,19070,2034,1015,1019,4068,1091,982,3,95,11,2182
L36,L36,Total,16730,10205,4552,5653,71,20410,4572,2223,2349,9144,1633,1498,4,119,12,3266
L37,L37,Total,9855,8784,5235,3549,27,17568,290,79,211,580,668,587,15,55,11,1336
L38,L38,Total,1103,988,544,444,0,1976,27,16,11,54,79,62,6,8,3,158
L39,L39,Total,11395,8819,4889,3930,113,17638,964,750,214,1928,1358,1251,12,77,18,2716
L4,L4,Total,18647,8085,3769,4316,78,16170,5999,1119,4880,11998,4223,4015,7,155,46,8446
L40,L40,Total,7434,6012,3143,2869,53,12024,593,389,204,1186,671,577,7,73,14,1342
L5,L5,Total,6206,1475,700,775,52,2950,3486,613,2873,6972,1082,1023,3,33,23,2164
L6,L6,Total,11049,3368,1597,1771,35,6736,3660,478,3182,7320,3765,3598,6,108,53,7530
L7,L7,Total,7518,1895,977,918,49,3790,2647,265,2382,5294,2832,2678,10,70,74,5664
L8,L8,Total,16201,2718,1367,1351,160,5436,8556,1192,7364,17112,4496,4128,25,120,223,8992
L9,L9,Total,13605,8148,3151,4997,12,16296,2302,444,1858,4604,2982,2793,31,124,34,5964
LA1,LA1,Total,20537,12491,5729,6762,137,24982,3248,2209,1039,6496,4390,4005,21,294,70,8780
LA10,LA10,Total,1668,1181,794,387,6,2362,150,116,34,300,280,218,25,32,5,560
LA11,LA11,Total,4577,3609,2481,1128,20,7218,283,200,83,566,560,484,18,50,8,1120
LA12,LA12,Total,9159,6911,4065,2846,32,13822,854,695,159,1708,1230,1093,26,91,20,2460
LA13,LA13,Total,8041,6444,3116,3328,13,12888,808,762,46,1616,700,604,9,80,7,1400
LA14,LA14,Total,18134,12285,6293,5992,16,24570,2380,1729,651,4760,3242,2964,33,199,46,6484
LA15,LA15,Total,3436,2789,1324,1465,5,5578,241,187,54,482,355,315,5,32,3,710
LA16,LA16,Total,1427,1263,612,651,2,2526,25,25,0,50,119,101,1,17,0,238
LA17,LA17,Total,530,433,283,150,1,866,32,29,3,64,56,41,4,8,3,112
LA18,LA18,Total,3733,2749,1575,1174,8,5498,504,87,417,1008,411,368,1,38,4,822
LA19,LA19,Total,427,328,211,117,2,656,35,10,25,70,45,38,0,7,0,90
LA2,LA2,Total,8635,6899,4172,2727,43,13798,413,266,147,826,1115,970,32,96,17,2230
LA20,LA20,Total,526,407,283,124,0,814,39,14,25,78,70,57,2,7,4,140
LA21,LA21,Total,419,255,188,67,5,510,71,34,37,142,71,49,10,8,4,142
LA22,LA22,Total,2225,1220,885,335,11,2440,490,217,273,980,429,370,20,22,17,858
LA23,LA23,Total,4065,2504,1591,913,29,5008,627,344,283,1254,809,726,31,46,6,1618
LA3,LA3,Total,10674,7554,3548,4006,49,15108,643,345,298,1286,2327,2133,10,174,10,4654
LA4,LA4,Total,12234,8204,4679,3525,111,16408,1176,506,670,2352,2588,2377,14,172,25,5176
LA5,LA5,Total,7333,6073,3571,2502,35,12146,434,317,117,868,709,623,10,65,11,1418
LA6,LA6,Total,5472,4150,2568,1582,36,8300,335,222,113,670,817,711,22,75,9,1634
LA7,LA7,Total,2283,1757,1085,672,6,3514,202,166,36,404,280,236,5,36,3,560
LA8,LA8,Total,3914,3135,2064,1071,23,6270,168,114,54,336,509,440,10,53,6,1018
LA9,LA9,Total,13681,9891,5372,4519,70,19782,1678,1081,597,3356,1856,1681,14,143,18,3712
LE1,LE1,Total,5635,556,193,363,66,1112,2251,1195,1056,4502,2671,2598,8,38,27,5342
LE10,LE10,Total,20817,15838,7539,8299,119,31676,1979,1306,673,3958,2684,2444,28,187,25,5368
LE11,LE11,Total,22359,13161,6575,6586,196,26322,4149,2576,1573,8298,4589,4285,26,227,51,9178
LE12,LE12,Total,25931,20114,9861,10253,179,40228,2334,1655,679,4668,2984,2663,56,209,56,5968
LE13,LE13,Total,11613,8237,3988,4249,128,16474,1614,1176,438,3228,1533,1378,25,106,24,3066
LE14,LE14,Total,7341,5501,2806,2695,49,11002,616,494,122,1232,1016,897,39,56,24,2032
LE15,LE15,Total,12910,8982,5062,3920,146,17964,1449,325,1124,2898,2092,1542,289,104,157,4184
LE16,LE16,Total,14526,10844,5479,5365,176,21688,1371,299,1072,2742,1942,1767,32,121,22,3884
LE17,LE17,Total,8450,6570,3277,3293,88,13140,832,167,665,1664,853,759,11,67,16,1706
LE18,LE18,Total,13429,10615,5453,5162,131,21230,1238,872,366,2476,1320,1192,12,101,15,2640
LE19,LE19,Total,6180,4879,2092,2787,40,9758,536,128,408,1072,684,623,3,48,10,1368
LE2,LE2,Total,44078,24851,12168,12683,227,49702,8568,5315,3253,17136,9796,9189,41,408,158,19592
LE3,LE3,Total,41226,23371,10226,13145,286,46742,8448,6121,2327,16896,8583,8069,40,399,75,17166
LE4,LE4,Total,36405,22516,11038,11478,221,45032,7951,4968,2983,15902,5249,4772,49,340,88,10498
LE5,LE5,Total,28914,17173,8121,9052,208,34346,5912,4277,1635,11824,5150,4714,92,242,102,10300
LE6,LE6,Total,5049,4226,2112,2114,20,8452,341,236,105,682,429,392,8,26,3,858
LE65,LE65,Total,5875,4201,2157,2044,77,8402,862,565,297,1724,668,611,3,47,7,1336
LE67,LE67,Total,24687,18379,8641,9738,196,36758,3419,2460,959,6838,2428,2186,19,198,25,4856
LE7,LE7,Total,18602,14801,7528,7273,160,29602,1398,937,461,2796,1977,1756,37,161,23,3954
LE8,LE8,Total,14554,11629,5623,6006,109,23258,1297,244,1053,2594,1386,1237,12,118,19,2772
LE9,LE9,Total,23109,17989,8418,9571,165,35978,2543,1370,1173,5086,2202,1972,22,177,31,4404
LN1,LN1,Total,12258,7295,3599,3696,107,14590,1841,1397,444,3682,2803,2520,96,129,58,5606
LN10,LN10,Total,2698,2125,1482,643,51,4250,154,48,106,308,317,271,13,26,7,634
LN11,LN11,Total,12609,8664,4867,3797,84,17328,1578,386,1192,3156,2087,1889,34,139,25,4174
LN12,LN12,Total,6349,4578,3349,1229,40,9156,680,96,584,1360,970,901,10,51,8,1940
LN13,LN13,Total,3365,2388,1504,884,14,4776,370,91,279,740,522,447,20,46,9,1044
LN2,LN2,Total,16413,10212,5108,5104,98,20424,3267,2694,573,6534,2549,2302,25,180,42,5098
LN3,LN3,Total,3848,2982,1642,1340,53,5964,404,60,344,808,345,291,15,28,11,690
LN4,LN4,Total,16183,11797,5996,5801,68,23594,1756,1297,459,3512,2288,1653,341,150,144,4576
LN5,LN5,Total,13978,8301,3793,4508,40,16602,1903,1396,507,3806,3522,2972,230,203,117,7044
LN6,LN6,Total,24124,17367,8301,9066,168,34734,3528,2925,603,7056,2798,2498,30,248,22,5596
LN7,LN7,Total,2622,1905,1047,858,15,3810,321,51,270,642,333,289,15,26,3,666
LN8,LN8,Total,7562,5454,3083,2371,68,10908,692,119,573,1384,1189,1073,31,77,8,2378
LN9,LN9,Total,4436,3070,1855,1215,19,6140,469,104,365,938,781,714,10,50,7,1562
LS1,LS1,Total,2062,411,119,292,10,822,219,118,101,438,1386,1322,6,41,17,2772
LS10,LS10,Total,15872,6823,2337,4486,103,13646,5738,4673,1065,11476,2935,2747,10,141,37,5870
LS11,LS11,Total,15561,6248,2663,3585,64,12496,4381,3288,1093,8762,4566,4355,1,162,48,9132
LS12,LS12,Total,18461,9431,3732,5699,102,18862,4960,4122,838,9920,3699,3482,11,179,27,7398
LS13,LS13,Total,15659,9029,3369,5660,75,18058,4574,3993,581,9148,1760,1551,7,176,26,3520
LS14,LS14,Total,15030,7058,2698,4360,48,14116,6621,5549,1072,13242,985,850,7,110,18,1970
LS15,LS15,Total,15215,11595,6047,5548,45,23190,2007,1321,686,4014,1387,1265,8,102,12,2774
LS16,LS16,Total,15581,10702,5590,5112,32,21404,3049,2606,443,6098,1575,1396,11,126,42,3150
LS17,LS17,Total,18630,13499,6765,6734,85,26998,2439,1663,776,4878,2317,2127,20,147,23,4634
LS18,LS18,Total,8355,5960,2953,3007,36,11920,1003,823,180,2006,1247,1110,2,77,58,2494
LS19,LS19,Total,8659,6342,2923,3419,32,12684,1219,946,273,2438,963,873,4,77,9,1926
LS2,LS2,Total,3191,351,127,224,19,702,610,193,417,1220,2165,2087,8,28,42,4330
LS20,LS20,Total,5344,4134,2042,2092,21,8268,586,447,139,1172,532,472,2,47,11,1064
LS21,LS21,Total,7864,5750,2985,2765,37,11500,1035,813,222,2070,925,839,14,60,12,1850
LS22,LS22,Total,6868,5356,3017,2339,21,10712,751,573,178,1502,632,576,14,38,4,1264
LS23,LS23,Total,3714,2860,1520,1340,6,5720,419,367,52,838,359,307,21,25,6,718
LS24,LS24,Total,4968,3679,1710,1969,24,7358,587,539,48,1174,569,497,35,29,8,1138
LS25,LS25,Total,16755,12984,5954,7030,49,25968,2008,1616,392,4016,1508,1369,11,116,12,3016
LS26,LS26,Total,12788,9263,4112,5151,29,18526,2205,1865,340,4410,1132,1039,8,68,17,2264
LS27,LS27,Total,16174,10924,4200,6724,58,21848,2315,1726,589,4630,2649,2452,2,179,16,5298
LS28,LS28,Total,16639,11954,5081,6873,101,23908,2023,1734,289,4046,2315,2102,10,182,21,4630
LS29,LS29,Total,13594,10859,5991,4868,107,21718,931,263,668,1862,1510,1376,11,111,12,3020
LS3,LS3,Total,1077,140,67,73,2,280,337,134,203,674,591,577,4,8,2,1182
LS4,LS4,Total,3868,1500,712,788,25,3000,814,559,255,1628,1472,1392,7,61,12,2944
LS5,LS5,Total,3368,1621,670,951,13,3242,919,707,212,1838,774,711,2,38,23,1548
LS6,LS6,Total,16943,5338,2471,2867,77,10676,3158,1708,1450,6316,8156,7854,33,197,72,16312
LS7,LS7,Total,12737,5361,2247,3114,58,10722,4558,3063,1495,9116,2543,2387,1,106,49,5086
LS8,LS8,Total,18494,10483,4905,5578,61,20966,3706,2238,1468,7412,3938,3688,27,180,43,7876
LS9,LS9,Total,17014,4982,1846,3136,103,9964,7652,6402,1250,15304,3919,3746,14,135,24,7838
LU1,LU1,Total,16279,7295,3220,4075,63,14590,3170,2104,1066,6340,5555,5324,23,133,75,11110
LU2,LU2,Total,22707,15364,6279,9085,76,30728,2376,1595,781,4752,4696,4430,30,187,49,9392
LU3,LU3,Total,21581,14513,6192,8321,84,29026,3030,2274,756,6060,3754,3459,13,248,34,7508
LU4,LU4,Total,17789,10682,4450,6232,85,21364,3502,2243,1259,7004,3298,3021,16,186,75,6596
LU5,LU5,Total,15458,10519,4386,6133,139,21038,2807,1974,833,5614,1834,1667,22,121,24,3668
LU6,LU6,Total,12911,9522,4609,4913,96,19044,1695,1242,453,3390,1457,1331,24,84,18,2914
LU7,LU7,Total,22362,16628,7005,9623,193,33256,2650,1565,1085,5300,2621,2359,39,188,35,5242
M1,M1,Total,5197,1225,388,837,24,2450,662,263,399,1324,3210,3053,7,109,41,6420
M11,M11,Total,8679,2457,1059,1398,84,4914,4051,987,3064,8102,1919,1807,6,63,43,3838
M12,M12,Total,6201,1623,625,998,18,3246,2973,958,2015,5946,1442,1331,6,65,40,2884
M13,M13,Total,6969,1942,812,1130,34,3884,2649,1355,1294,5298,2181,2025,12,56,88,4362
M14,M14,Total,17364,4233,2007,2226,136,8466,4883,1417,3466,9766,7810,7447,9,249,105,15620
M15,M15,Total,9704,1826,494,1332,40,3652,3452,1098,2354,6904,4260,4066,7,112,75,8520
M16,M16,Total,13751,5733,2525,3208,72,11466,3961,1032,2929,7922,3754,3579,12,118,45,7508
M18,M18,Total,9758,3592,1483,2109,99,7184,3411,1088,2323,6822,2459,2312,4,100,43,4918
M19,M19,Total,13377,6856,2752,4104,152,13712,2944,929,2015,5888,3237,3011,9,172,45,6474
M20,M20,Total,20667,9833,4134,5699,95,19666,3183,985,2198,6366,7308,7011,20,242,35,14616
M21,M21,Total,12444,6835,2753,4082,67,13670,2243,660,1583,4486,3169,3029,8,100,32,6338
M22,M22,Total,18284,7385,2665,4720,99,14770,8167,2774,5393,16334,2349,2157,6,145,41,4698
M23,M23,Total,13716,6402,2170,4232,111,12804,5545,2335,3210,11090,1453,1270,29,122,32,2906
M24,M24,Total,20818,12906,5618,7288,116,25812,5177,3000,2177,10354,2340,2110,11,191,28,4680
M25,M25,Total,12666,8683,3888,4795,33,17366,1690,1039,651,3380,2100,1942,10,132,16,4200
M26,M26,Total,15046,9655,3809,5846,59,19310,2811,1818,993,5622,2365,2171,6,174,14,4730
M27,M27,Total,18020,11735,5244,6491,47,23470,3691,2389,1302,7382,2326,2121,13,168,24,4652
M28,M28,Total,17137,12199,5549,6650,70,24398,2718,1785,933,5436,1936,1756,16,142,22,3872
M29,M29,Total,9668,7261,2994,4267,39,14522,1269,1141,128,2538,998,900,1,89,8,1996
M3,M3,Total,6582,1315,440,875,56,2630,1314,829,485,2628,3801,3649,12,71,69,7602
M30,M30,Total,16469,8145,3385,4760,106,16290,5282,3106,2176,10564,2652,2458,13,142,39,5304
M31,M31,Total,3544,1705,709,996,9,3410,1477,186,1291,2954,310,272,1,29,8,620
M32,M32,Total,12153,7390,3106,4284,55,14780,2835,964,1871,5670,1744,1596,5,125,18,3488
M33,M33,Total,26015,18375,8613,9762,157,36750,3716,875,2841,7432,3525,3296,13,190,26,7050
M34,M34,Total,20444,14172,6686,7486,52,28344,3673,753,2920,7346,2303,2034,15,220,34,4606
M35,M35,Total,9003,6286,2928,3358,16,12572,1478,642,836,2956,1107,988,5,98,16,2214
M38,M38,Total,5583,2184,869,1315,6,4368,2728,1861,867,5456,528,482,2,37,7,1056
M4,M4,Total,6118,1005,259,746,93,2010,973,447,526,1946,3983,3873,3,74,33,7966
M40,M40,Total,18094,7331,3185,4146,82,14662,7788,5579,2209,15576,2572,2391,13,133,35,5144
M41,M41,Total,17342,13480,6255,7225,137,26960,2038,731,1307,4076,1522,1401,5,105,11,3044
M43,M43,Total,10023,6965,3057,3908,28,13930,1388,281,1107,2776,1528,1383,5,121,19,3056
M44,M44,Total,8299,5339,2143,3196,16,10678,1882,1113,769,3764,961,867,8,63,23,1922
M45,M45,Total,9727,6655,3084,3571,25,13310,1786,826,960,3572,1149,1069,2,69,9,2298
M46,M46,Total,9942,6173,2926,3247,30,12346,2414,2236,178,4828,1164,1071,3,82,8,2328
M5,M5,Total,7572,1961,687,1274,23,3922,3238,2419,819,6476,2216,2131,5,70,10,4432
M50,M50,Total,2162,490,163,327,6,980,95,42,53,190,1550,1534,3,11,2,3100
M6,M6,Total,14131,6402,2942,3460,112,12804,4768,2953,1815,9536,2588,2468,4,91,25,5176
M60,M60,Total,149,37,10,27,2,74,3,0,3,6,103,95,0,5,3,206
M7,M7,Total,11110,3735,1774,1961,79,7470,4480,2203,2277,8960,2542,2378,8,120,36,5084
M8,M8,Total,11397,4544,2167,2377,115,9088,3210,1326,1884,6420,3328,3148,7,133,40,6656
M9,M9,Total,17507,6996,2881,4115,163,13992,6920,5065,1855,13840,3163,2951,8,171,33,6326
ME1,ME1,Total,12852,8119,3541,4578,150,16238,2035,212,1823,4070,2347,2157,21,128,41,4694
ME10,ME10,Total,19314,13236,5447,7789,248,26472,2850,497,2353,5700,2809,2588,14,177,30,5618
ME11,ME11,Total,1432,794,380,414,3,1588,279,49,230,558,340,312,3,23,2,680
ME12,ME12,Total,14931,9689,4746,4943,138,19378,2064,314,1750,4128,2862,2664,23,145,30,5724
ME13,ME13,Total,11879,8165,4066,4099,98,16330,1883,238,1645,3766,1524,1365,34,101,24,3048
ME14,ME14,Total,12846,9207,4317,4890,147,18414,1012,135,877,2024,2370,2061,80,125,104,4740
ME15,ME15,Total,19469,12341,5509,6832,140,24682,4448,923,3525,8896,2302,2084,27,149,42,4604
ME16,ME16,Total,12611,8735,4049,4686,208,17470,1072,177,895,2144,2500,2280,49,145,26,5000
ME17,ME17,Total,9042,7062,3511,3551,111,14124,828,130,698,1656,886,770,45,54,17,1772
ME18,ME18,Total,2836,2076,1062,1014,17,4152,283,43,240,566,404,372,12,15,5,808
ME19,ME19,Total,8352,6009,2347,3662,148,12018,1380,201,1179,2760,726,667,16,34,9,1452
ME2,ME2,Total,15815,11353,4812,6541,229,22706,2018,253,1765,4036,2059,1900,14,116,29,4118
ME20,ME20,Total,8289,6105,2591,3514,140,12210,1299,126,1173,2598,679,588,22,42,27,1358
ME3,ME3,Total,10562,8241,3921,4320,161,16482,1165,250,915,2330,892,774,21,72,25,1784
ME4,ME4,Total,11926,5898,2262,3636,125,11796,2160,350,1810,4320,3615,3356,70,108,81,7230
ME5,ME5,Total,20656,15145,5840,9305,228,30290,2568,379,2189,5136,2555,2345,18,165,27,5110
ME6,ME6,Total,4288,2740,1053,1687,104,5480,931,121,810,1862,485,439,3,38,5,970
ME7,ME7,Total,20229,12312,4875,7437,200,24624,2387,1373,1014,4774,5158,4689,141,214,114,10316
ME8,ME8,Total,20333,15998,7687,8311,63,31996,1982,1506,476,3964,2074,1894,8,153,19,4148
ME9,ME9,Total,8237,6174,2873,3301,83,12348,891,122,769,1782,982,872,23,74,13,1964
MK1,MK1,Total,319,139,81,58,3,278,145,122,23,290,32,32,0,0,0,64
MK10,MK10,Total,5033,2669,498,2171,599,5338,715,45,670,1430,1031,989,6,30,6,2062
MK11,MK11,Total,3283,2171,1131,1040,28,4342,559,519,40,1118,491,447,2,40,2,982
MK12,MK12,Total,4939,2712,942,1770,171,5424,1139,839,300,2278,857,752,7,87,11,1714
MK13,MK13,Total,7564,4301,1622,2679,400,8602,1520,1065,455,3040,1266,1158,3,93,12,2532
MK14,MK14,Total,7321,4048,1495,2553,281,8096,1664,1076,588,3328,1274,1184,5,71,14,2548
MK15,MK15,Total,3060,1976,794,1182,351,3952,351,226,125,702,353,327,5,19,2,706
MK16,MK16,Total,7589,5812,2553,3259,91,11624,536,422,114,1072,1078,970,14,79,15,2156
MK17,MK17,Total,7151,5219,2667,2552,66,10438,713,253,460,1426,993,882,30,51,30,1986
MK18,MK18,Total,12052,8998,4126,4872,88,17996,1264,323,941,2528,1535,1387,31,93,24,3070
MK19,MK19,Total,4540,3594,1565,2029,81,7188,396,172,224,792,423,384,1,34,4,846
MK2,MK2,Total,5710,3071,1378,1693,105,6142,1636,1434,202,3272,824,775,4,36,9,1648
MK3,MK3,Total,9166,6185,2782,3403,235,12370,1634,1405,229,3268,1018,940,4,65,9,2036
MK4,MK4,Total,8216,4941,1151,3790,901,9882,1036,182,854,2072,1312,1232,0,70,10,2624
MK40,MK40,Total,12701,6359,2995,3364,109,12718,2197,241,1956,4394,3846,3659,18,120,49,7692
MK41,MK41,Total,17372,12402,6278,6124,159,24804,2667,333,2334,5334,1991,1798,12,159,22,3982
MK42,MK42,Total,17517,10324,4093,6231,237,20648,3994,491,3503,7988,2776,2542,45,140,49,5552
MK43,MK43,Total,13040,10123,4815,5308,108,20246,1126,69,1057,2252,1439,1210,49,76,104,2878
MK44,MK44,Total,6380,4897,2591,2306,56,9794,681,59,622,1362,642,566,16,37,23,1284
MK45,MK45,Total,17546,13700,6324,7376,129,27400,1799,183,1616,3598,1723,1519,36,130,38,3446
MK46,MK46,Total,3834,2835,1323,1512,16,5670,295,215,80,590,645,604,7,28,6,1290
MK5,MK5,Total,5716,3386,923,2463,543,6772,806,147,659,1612,940,900,4,29,7,1880
MK6,MK6,Total,10491,3766,1324,2442,508,7532,3813,2539,1274,7626,2287,2170,21,74,22,4574
MK7,MK7,Total,5839,3015,825,2190,712,6030,813,24,789,1626,1274,1223,8,36,7,2548
MK8,MK8,Total,4675,2583,776,1807,745,5166,417,120,297,834,905,838,3,55,9,1810
MK9,MK9,Total,1856,323,102,221,215,646,328,160,168,656,968,927,3,24,14,1936
N1,N1,Total,41593,10639,4293,6346,857,21278,18375,11874,6501,36750,11166,10617,44,392,113,22332
N10,N10,Total,11460,6287,2654,3633,69,12574,1409,967,442,2818,3569,3417,24,108,20,7138
N11,N11,Total,11672,6314,2759,3555,165,12628,1936,1049,887,3872,3052,2896,10,109,37,6104
N12,N12,Total,11481,6633,3200,3433,82,13266,1259,625,634,2518,3342,3220,22,70,30,6684
